,Unnamed: 0,en,cn,ar,pos,cn_split
400,401,Could you please *?,可以请你*吗？,لو سمحتو هل يمكنك أن *؟,vp,可以 请 你 * 吗 ？
401,402,Could you please help me put my baggage up there?,可以帮我把行李放上去吗?,,sent,可以 帮 我 把 行李 放上去 吗 ?
402,403,"Could you put your seat up, please?",请竖直椅背好吗?,,sent,请 竖直 椅背 好 吗 ?
403,404,Could you recommend some good restaurants around here?,你能推荐几家附近的好餐馆吗?,,sent,你 能 推荐 几家 附近 的 好 餐馆 吗 ?
404,405,Could you repeat that?,你可以重复一遍吗？,هل يمكنك أن تكرر هذا؟,sent,你 可以 重复 一遍 吗 ？
405,406,Could you repeat your order again?,能再说下您点的餐吗?,,sent,能 再说 下 您 点 的 餐 吗 ?
406,407,Could you see if it's ready?,能看看是否做好了吗?,,sent,能 看看 是否 做好 了 吗 ?
407,408,Could you tell me the current price?,你能告诉我现在房价是多少吗?,,sent,你 能 告诉 我 现在 房价 是 多少 吗 ?
408,409,Could you tell me where to deal with the formalities?,您能告诉我去哪里办理手续吗?,,sent,您 能 告诉 我 去 哪里 办理手续 吗 ?
409,410,"Could you tell me your name, Sir?",能告诉我你的名字吗，先生?,,sent,能 告诉 我 你 的 名字 吗 ， 先生 ?
410,411,"Could you wait a little longer, please?",请您等稍长点时间可以吗?,,sent,请 您 等 稍 长点 时间 可以 吗 ?
411,412,Could you wait at the bar until I find an approprite table for you?,您能在吧台等一下，我为您找张合适的桌子?,,sent,您 能 在 吧台 等 一下 ， 我 为 您 找 张 合适 的 桌子 ?
412,413,"Could you wait in line until a table is free, please?",请您排队等候空位好吗?,,sent,请 您 排队 等候 空位 好 吗 ?
413,414,Could you weight this?,你能称一下这个吗?,,sent,你 能 称 一下 这个 吗 ?
414,415,Could you wrap this?,你能把这个打包吗?,,sent,你 能 把 这个 打包 吗 ?
415,416,country of citizenship,国籍,,np,国籍
416,417,country of origin,原住地,,np,原住 地
417,418,county,县,,np,县
418,419,couple,夫妻,,np,夫妻
419,420,courses taken,所学课程,,np,所学 课程
420,421,cousin,堂兄妹,,np,堂兄妹
421,422,Coventry,考文垂,كوفنتري,np,考文 垂
422,423,cover,菜盖,,np,菜盖
423,424,Cream and sugar.,要加糖和奶油。,,sent,要 加糖 和 奶油 。
424,425,creamer,奶勺,,np,奶勺
425,426,credit card,信用卡,بطاقة ائتمان,np,信用卡
426,427,Croatia,克罗地亚,كرواتيا,np,克罗地亚
427,428,Cuba,古巴,كوبا,np,古巴
428,429,currency declaration,货币申报,,np,货币 申报
429,430,current address,目前住址,,np,目前 住址
430,431,curriculum,课程,,np,课程
431,432,curry,咖喱,,np,咖喱
432,433,customers lounges,旅客休息室,,np,旅客 休息室
433,434,customs,海关,,np,海关
434,435,customs declaration counter,海关申报台,,np,海关 申报 台
435,436,Customs Declaration Counter.,海关申报台。,,sent,海关 申报 台 。
436,437,customs declaration form,海关申请表,,np,海关 申请表
437,438,Customs Declaration form.,海关申请表。,,sent,海关 申请表 。
438,439,customs service area,海关申报处,,np,海关 申报 处
439,440,Cyprus,塞浦路斯,قبرص,np,塞浦路斯
440,441,Czech Republic,捷克共和国,جمهورية التشيك,np,捷克共和国
441,442,dad,爸爸,,np,爸爸
442,443,dame coffee,贵妇人咖啡,,np,贵妇人 咖啡
443,444,danger,危险,,np,危险
444,445,Dar es Salaam,达累斯萨拉姆,دار السلام,np,达累斯萨拉姆
445,446,date,起飞日期,,np,起飞 日期
446,447,date issue,签发日期,,np,签发 日期
447,448,date of birth,出生日期,تاريخ الولادة,np,出生日期
448,449,daughter,女儿,,np,女儿
449,450,daughter-in-law,儿媳,,np,儿媳
450,451,day,日,,np,日
451,452,day-student,走读生,,np,走读生
452,453,decaffeinated coffee,低因咖啡,,np,低因 咖啡
453,454,December,十二月,ديسمبر,np,十二月
454,455,degree,学位,,np,学位
455,456,delayed,延误,,np,延误
456,457,Delhi,新德里,دلهي,np,新德里
457,458,demi-spoon,小咖啡勺,,np,小 咖啡 勺
458,459,Democratic Republic of Congo,刚果民主共和国,جمهورية الكونغو الديمقراطية,np,刚果民主共和国
459,460,Denmark,丹麦,الدنمارك,np,丹麦
460,461,Departure Gate.,登机口。,,sent,登机口 。
461,462,departure lounge,候机厅,,np,候机厅
462,463,Departure Lounge.,候机厅。,,sent,候机厅 。
463,464,departure time,起飞时间,,np,起飞时间
464,465,Departure Time On Reverse.,返航时间。,,sent,返航 时间 。
465,466,"Departure, Terminal *",*号候机楼,,vp,* 号 候机楼
466,467,departures,出港,,np,出港
467,468,Departures.,出港。,,sent,出港 。
468,469,deposit,押金,وديعة,np,押金
469,470,Depress Handle Until Bowl Is Empty.,压下把手直至便盆冲净为止。,,sent,压 下 把手 直至 便盆 冲净 为止 。
470,471,descent,世系,,np,世系
471,472,desscrt plate,甜品碟,,np,甜品 碟
472,473,dessert for,甜品叉,,np,甜品 叉
473,474,dessert knife,水果刀,,np,水果刀
474,475,dessert spoon,甜品勺,,np,甜品 勺
475,476,destination country,前往目的地国,,np,前往 目的地 国
476,477,detector,探测器,,np,探测器
477,478,Dhaka,达卡,دكا,np,达卡
478,479,diarrhoea,泻肚子/拉肚子,إسهال,np,泻肚子 / 拉肚子
479,480,dictionary,词典,قاموس,np,词典
480,481,Did you forget something?,遗忘了物品吗?,,sent,遗忘 了 物品 吗 ?
481,482,diesel,柴油,ديزل‎ سولار‎ جاز,np,柴油
482,483,dinner for,正餐叉,,np,正 餐叉
483,484,dinner knife,正餐刀,,np,正餐 刀
484,485,diplomatic,老练的,,np,老练 的
485,486,direct flight,直飞,,np,直飞
486,487,disciplined,守纪律的,,np,守纪律 的
487,488,disembark,下机,,np,下 机
488,489,dish,碟子,,np,碟子
489,490,district,区,,np,区
490,491,divorced,离异,,np,离异
491,492,Djibouti,吉布提,جيبوتي,np,吉布提
492,493,Do Not Hesitate To Contact Us.,请不要犹豫联系我们。,,sent,请 不要 犹豫 联系 我们 。
493,494,do not pass,禁止超车,,np,禁止 超车
494,495,Do Not Smoke In The Bed.,请勿在床上吸烟。,,sent,请勿 在 床上 吸烟 。
495,496,Do you accept * currency?,你接受*的货币吗？,هل تقبل العملة *؟,vp,你 接受 * 的 货币 吗 ？
496,497,Do you accept credit cards?,你接受信用卡吗？,هل تقبل بطاقات الائتمان؟,sent,你 接受 信用卡 吗 ？
497,498,Do you accept US dollars?,你接受美元吗？,هل تقبل الدولار الأمريكي؟,sent,你 接受 美元 吗 ？
498,499,Do you go to *?,去不去*?,هل تذهب إلى *؟,vp,去不去 * ?
499,500,Do you have * newspapers?,你们有没有中文报纸?,,vp,你们 有没有 中文 报纸 ?
500,501,Do you have a reservation?,您有预订吗?,,sent,您 有 预订 吗 ?
501,502,Do you have a safe?,你们有没有保险箱？,هل لديك خزنة؟,sent,你们 有没有 保险箱 ？
502,503,Do you have a table for * please?,你能安排一张四人桌吗?,,vp,你 能 安排 一张 四人桌 吗 ?
503,504,Do you have an English menu?,你有没有英文菜单？,هل لديك قائمة بالإنجليزية؟,sent,你 有没有 英文 菜单 ？
504,505,Do you have any bages to check?,你有什么行李要托运吗?,,sent,你 有 什么 行李 要 托运 吗 ?
505,506,Do you have any direct flights coming back?,回程时你们有直飞的班机吗?,,sent,回程 时 你们 有 直飞 的 班机 吗 ?
506,507,Do you have any empty seats together somewhere?,哪有在一起的空座位呢?,,sent,哪有 在 一起 的 空座位 呢 ?
507,508,Do you have any lower fare?,有比较便宜的机票吗?,,sent,有 比较 便宜 的 机票 吗 ?
508,509,Do you have any medicine for airsickness?,你们有晕机药吗?,,sent,你们 有 晕机 药 吗 ?
509,510,Do you have any other seats open where we can sit together?,还有没有其他连在一起的座位?,,sent,还有 没有 其他 连在一起 的 座位 ?
510,511,Do you have any particular restaurant in mind?,你想好有什么特别的餐馆吗?,,sent,你 想 好 有 什么 特别 的 餐馆 吗 ?
511,512,Do you have any rooms available?,你们还有房间吗？,هل لديك أي غرف متاحة؟,sent,你们 还有 房间 吗 ？
512,513,Do you have any snacks?,有没有小吃？有没有点心？,هل لديك أي وجبات خفيفة؟,sent,有没有 小吃 ？ 有没有 点心 ？
513,514,Do you have any sugar substitute?,你们有代糖的吗?,,sent,你们 有 代糖 的 吗 ?
514,515,Do you have any tickets available for that date?,你们有那天的票吗?,,sent,你们 有 那天 的 票 吗 ?
515,516,Do you have anything for airsickness?,你们有晕机药吗?,,sent,你们 有 晕机 药 吗 ?
516,517,Do you have insurance?,你有保险吗？,هل لديك تأمين؟,sent,你 有 保险 吗 ？
517,518,Do you have it in another color?,你们有没有另外的颜色?,هل لديك لون آخر؟,sent,你们 有没有 另外 的 颜色 ?
518,519,Do you have more of this item in stock?,这种商品还有存货吗?,,sent,这种 商品 还有 存货 吗 ?
519,520,Do you have one to recommend?,你有推荐的吗?,,sent,你 有 推荐 的 吗 ?
520,521,Do you have the boarding pass for the next flight?,您有下一趟航班的登机牌吗?,,sent,您 有 下 一趟 航班 的 登机牌 吗 ?
521,522,Do you have this in my size?,有没有我的尺寸？,هل لديكم من هذه بمقاسي؟,sent,有没有 我 的 尺寸 ？
522,523,Do you have this in stock?,这个还有存货吗?,,sent,这个 还有 存货 吗 ?
523,524,Do you have time for coffee?,你有空喝杯咖啡吗?,,sent,你 有空 喝杯 咖啡 吗 ?
524,525,Do you know *?,你知道*吗？,هل تعلم *؟,vp,你 知道 * 吗 ？
525,526,Do you know how long it will be?,你知道会延误多久吗?,,sent,你 知道 会 延误 多久 吗 ?
526,527,Do you live with your parents?,你和父母住在一起吗?,,sent,你 和 父母 住在一起 吗 ?
527,528,Do you mind changing seats with me?,你介意跟我换下座位吗?,,sent,你 介意 跟 我 换下 座位 吗 ?
528,529,Do you prefer a smoking or non-smoking area?,您喜欢吸烟区还是非吸烟区?,,sent,您 喜欢 吸烟区 还 是非 吸烟区 ?
529,530,Do you remember which aisle this was at?,你记得这货物在哪条货道里吗?,,sent,你 记得 这 货物 在 哪条 货道 里 吗 ?
530,531,Do you sell organic vegetables here?,你们卖有机蔬菜吗?,,sent,你们 卖 有机 蔬菜 吗 ?
531,532,Do you serve alcohol?,你们销售酒精类饮品吗？,هل تقدمون أي خمور؟,sent,你们 销售 酒精类 饮品 吗 ？
532,533,Do you serve anything else besides drinks?,除了喝的你们这还有什么别的吗?,,sent,除了 喝 的 你们 这 还有 什么 别的 吗 ?
533,534,Do you ship overseas?,可以邮寄到海外吗？,هل هن,sent,可以 邮寄 到 海外 吗 ？
534,535,Do you speak *?,你说日语吗?,,vp,你 说 日语 吗 ?
535,536,Do you speak English?,你会说英语吗？,هل هناك شحن دولى؟,sent,你 会 说 英语 吗 ？
536,537,Do you take * currency?,*元可以吗？,هل تقبلون عملة *؟,vp,* 元 可以 吗 ？
537,538,Do you think you could tell the kitchen to speed it up a little bit?,你能告诉厨房速度快一点吗?,,sent,你 能 告诉 厨房 速度 快 一点 吗 ?
538,539,Do you understand?,听得懂吗？,مفهوم؟,sent,听得懂 吗 ？
539,540,Do you want to fly first or economy class?,您要头等舱还是经济舱?,,sent,您 要 头等舱 还是 经济舱 ?
540,541,Do you want to try it?,你要不要尝一下?,,sent,你 要 不要 尝 一下 ?
541,542,doctor,博士,,np,博士
542,543,Does it need to take so long?,用花那么长时间吗?,,sent,用花 那么 长时间 吗 ?
543,544,Does that include breakfast?,早餐包含在内吗？,هل هذا يشمل وجبة الافطار؟,sent,早餐 包含 在内 吗 ？
544,545,Does that really work? I'll give it a try.,真的有用吗? 我来试试。,,sent,真的 有用吗 ?   我来 试试 。
545,546,Does the room come with *?,这个房间有没有*？,هل تحتوي هذه الغرفة على *؟,vp,这个 房间 有没有 * ？
546,547,Does this bus stop in *?,这辆巴士停在*吗？,هل تتوقف هذه الحافلة في *؟,vp,这辆 巴士 停 在 * 吗 ？
547,548,Does this train stop in *?,这列火车停在*吗？,هل يتوقف هذا القطار في *؟,vp,这列 火车 停 在 * 吗 ？
548,549,Doesn't matter.,没关系。,,sent,没关系 。
549,550,dogs not allowed,禁止携犬入内,,np,禁止 携犬入 内
550,551,domestic airport,国内机场,,np,国内 机场
551,552,domestic departure,国内航班出站,,np,国内 航班 出站
552,553,Domestic Departure.,国内出发。,,sent,国内 出发 。
553,554,domestic flight,国内班机,,np,国内 班机
554,555,domestic flights,国内航班,,np,国内 航班
555,556,Domestic Flights.,国内航班。,,sent,国内 航班 。
556,557,Dominica,多米尼加,دومينيكا,np,多米尼加
557,558,Dominican Republic,多明尼加共和国,جمهورية الدومنيكان,np,多明尼加 共和国
558,559,Don't Leave Valuables Unattended.,请保管好随身携带的贵重物品。,,sent,请 保管 好 随身携带 的 贵重物品 。
559,560,Don't touch me!,不要碰我！,لا تلمسني!,sent,不要 碰 我 ！
560,561,Don't worry. It's just due to the lower pressure.,不用担心。只是由于低气压的缘故。,,sent,不用 担心 。 只是 由于 低气压 的 缘故 。
561,562,Double Lock Door. Use Safety Latch.,双保险门闩，请使用安全碰锁。,,sent,双保险 门闩 ， 请 使用 安全 碰锁 。
562,563,downstairs,由此下楼,,np,由此 下楼
563,564,downtown,市中心,وسط البلد,np,市中心
564,565,drink list,酒水单,,np,酒水 单
565,566,driver's license,驾驶证件,رخصة قيادة,np,驾驶证 件
566,567,Dubai,迪拜,دبي,np,迪拜
567,568,Dublin,都柏林,دبلن,np,都柏林
568,569,duel citizenship,双重国籍,,np,双重国籍
569,570,dumpling,饺子,زلابية,np,饺子
570,571,Dusseldorf,杜塞尔多夫,دوسلدورف,np,杜塞尔多夫
571,572,dutiful,尽职的,,np,尽职 的
572,573,duty-free shop,免税店,,np,免税店
573,574,Early Book For Lunch Or Dinner.,预订午餐或晚餐。,,sent,预订 午餐 或 晚餐 。
574,575,Earphone Set.,耳机。,,sent,耳机 。
575,576,ears,耳朵,آذان,np,耳朵
576,577,east,东,شرق,adj,东
577,578,East Box,东厢,,sent,东厢
578,579,East Timor,东帝汶,تيمور الشرقية,np,东帝汶
579,580,East Wing,东楼,,sent,东楼
580,581,Easy to use and great value too.,好用实惠，物美价廉。,,sent,好用 实惠 ， 物美价廉 。
581,582,economy class,经济舱,,np,经济舱
582,583,"Economy, please.",请买经济舱。,,sent,请 买 经济舱 。
583,584,Ecuador,厄瓜多尔,الإكوادور,np,厄瓜多尔
584,585,Edinburgh,爱丁堡,ادنبره,np,爱丁堡
585,586,Edmonton,埃德蒙顿,ادمونتون,np,埃德蒙顿
586,587,education,学历,,np,学历
587,588,educational background,教育程度,,np,教育 程度
588,589,educational history,学历,,np,学历
589,590,educational system,学制,,np,学制
590,591,efficient,有效率的,,np,有效率 的
591,592,eggs,鸡蛋,بيض,np,鸡蛋
592,593,Egypt,埃及,مصر,np,埃及
593,594,eight,八,ثمانية,num,八
594,595,El Salvador,萨尔瓦多,السلفادور,np,萨尔瓦多
595,596,elder brothe,哥哥,,np,哥哥
596,597,elder sister,姐姐,,np,姐姐
597,598,emergency exit,安全出口,,np,安全 出口
598,599,Emergency Exit.,紧急出口。,,sent,紧急 出口 。
599,600,emergency exits,紧急出口,,np,紧急 出口
600,601,Employees Must Wash Hands Before Returning To Work.,员工便后必须洗手方可回到工作岗位。,,sent,员工 便 后 必须 洗手 方可 回到 工作岗位 。
601,602,energetic,精力充沛的,,np,精力充沛 的
602,603,English books,英文书,كتب إنجليزية,np,英文书
603,604,English magazines,英文杂志,مجلات انجليزية,np,英文 杂志
604,605,English newspaper,英文报纸,جريدة إنجليزية,np,英文 报纸
605,606,Enjoy your flight!,飞行愉快!,,sent,飞行 愉快 !
606,607,Enjoy your meal.,祝您用餐愉快。,,sent,祝您 用餐 愉快 。
607,608,entrance,入口,دخول,np,入口
608,609,Equatorial Guinea,赤道几内亚,غينيا الإستوائية,np,赤道几内亚
609,610,Eritrea,厄立特里亚,إريتريا,np,厄立特里亚
