,Unnamed: 0,en,cn,ar,pos
1885,1886,stewardess,女空 服员,,np
1886,1887,stir stick,搅棒,,np
1887,1888,Stockholm,斯德哥尔摩,ستوكهولم,np
1888,1889,Stoke-on-Trent,特伦特 河畔 斯托克,ستوك أون ترينت,np
1889,1890,stomach medicine,肠胃 药,دواء للمعدة,np
1890,1891,stop,关闭,,np
1891,1892,stop (on a street sign),停,قف,sent
1892,1893,Stop! Thief!,住手 ！ 小偷 ！,توقف! لص/سارق‏! ‎,sent
1893,1894,Stop.,停 。,توقف,sent
1894,1895,straight ahead,往前走,إلى الأمام,sent
1895,1896,straw,吸管,,np
1896,1897,street,街,شارع,np
1897,1898,study abroad student,留学生,,np
1898,1899,Stuttgart,斯图加特,شتوتغارت,np
1899,1900,Sudan,苏丹,سودان,np
1900,1901,sugar,糖,سكر,np
1901,1902,sugar bowl,糖盅,,np
1902,1903,Suit,套间,,sent
1903,1904,sunblock lotion,防晒乳,مرهم حماية من حروق الشمس,np
1904,1905,Sunday,星期天,الأحد,np
1905,1906,supper,晚饭,العشاء,np
1906,1907,Surabaya,泗水,سورابايا,np
1907,1908,Surat,苏拉特,سورة,np
1908,1909,"Sure, but if you do have any cancellations, could you let me know as soon as possible?",好 的 ， 如果 真 有人 取消 ， 能 不能 尽快 让 我 知道 呢 ?,,sent
1909,1910,Sure.,当然 啦 。,صحيح.,sent
1910,1911,Sure. What kind of drink do you want?,当然 可以 。   你 想要 什么 饮料 ?,,sent
1911,1912,Suriname,苏里南,سورينام,np
1912,1913,Swansea,斯旺西,سوانسي,np
1913,1914,Swaziland,斯威士兰,سوازيلاند,np
1914,1915,Sweden,瑞典,السويد,np
1915,1916,Switzerland,瑞士,سويسرا,np
1916,1917,Sydney,悉尼,سيدني,np
1917,1918,Syria,叙利亚,سوريا,np
1918,1919,tabasco,辣椒 仔,,np
1919,1920,Taipei,台北,تايبيه,np
1920,1921,Taiwan,台湾,تايوان,np
1921,1922,Tajikistan,塔吉克斯坦,طاجيكستان,np
1922,1923,take care not to leave things behind,当心 不要 丢失 东西,,np
1923,1924,"Take care, not to leave things behind.",当心 不要 遗忘 携带 物品 。,,sent
1924,1925,"Take me there, please.",请 带 我 到 那里 。,خذني إلى هناك من فضلك.,sent
1925,1926,"Take me to *, please.",请 您 开到 * 。,خذني إلى *، من فضلك.,vp
1926,1927,take off,脱掉,,np
1927,1928,"Take off your belt, please.",请 解下 您 的 皮带 。,,sent
1928,1929,Take off your coat and shoes and put then in the box.,脱掉 您 的 外套 和 鞋子 ， 把 它们 放进 盒子 里 。,,sent
1929,1930,take-off,起飞,,np
1930,1931,tampon,卫生棉 条,سدادة قطنية للدورة,np
1931,1932,Tanzania,坦桑尼亚,تنزانيا,np
1932,1933,taxi,出租车,تاكسي,np
1933,1934,Taxi driver,出租车 司机,سائق تاكسي,np
1934,1935,taxipick-up point,出租车 乘车 点,,np
1935,1936,tea,茶,شاي,np
1936,1937,Tea and Coffee Making Facility In All Bedrooms,所有 卧室 有 沏茶 ， 煮 咖啡 设备 。,,sent
1937,1938,tea pot,茶盅,,np
1938,1939,teaspoon,茶勺,,np
1939,1940,Tehran,德黑兰,طهران,np
1940,1941,Tel Aviv,特拉维夫,تل أبيب,np
1941,1942,telephone,电话,هاتف,np
1942,1943,temperate,稳健 的,,np
1943,1944,temporarily,暂时,,np
1944,1945,ten,十,عشرة,num
1945,1946,ten million,一千万,عشرة ملايين,num
1946,1947,ten thousand,一万,عشرة آلاف,num
1947,1948,Thailand,泰国,تايلاند,np
1948,1949,Thank you for booking in our hotel.,谢谢您 预定 我们 的 宾馆 。,,sent
1949,1950,"Thank you for waiting, Sir. We have a vacancy for that period.",让 您 就 等 了 。 我们 这 段时间 有 房间 。,,sent
1950,1951,Thank you for waiting.,谢谢您 一直 等 着 。,,sent
1951,1952,Thank you so much.,非常感谢,شكراً جزيلاً,sent
1952,1953,"Thank you, sir. We will extend the reservation for you.",谢谢 ， 先生 。 我们 将 为 您 扩大 保留 。,,sent
1953,1954,Thank you.,谢谢 。,شكراً,sent
1954,1955,That is not a direct flight.,那 不是 直飞 的 航班 。,,sent
1955,1956,That is really disappointing.,真让人 失望 。,,sent
1956,1957,That sounds not bad at all. I'll take it.,听 起来 还 不错 。 这个 房间 我订 了 。,,sent
1957,1958,That table is reserved.,那张 桌子 被 预定 了 。,,sent
1958,1959,That will be * night(s).,那 就是 * 天 。,,vp
1959,1960,"That's my number, e-mail.",这里 是 我 的 电话号码 、 电邮 。,,sent
1960,1961,That's too expensive.,太贵 了 。,هذا غال جدا.,sent
1961,1962,"The balance of the fare is * dollars, you have to pay it by yourself.",票价 差额 为 * 元 ， 需要 你 自理 。,,vp
1962,1963,The boarding time is *,登机 时间 是 * 点 。,,vp
1963,1964,The check-in is half an hour earlier than departure.,机场 提前 半小时 检票 。,,sent
1964,1965,"The check, please.",请 结帐 。,الفاتورة، من فضلك.,sent
1965,1966,The current rate is * dollars per night.,现行 房费 是 每天 * 元 。,,vp
1966,1967,the day after tomorrow,后天,بعد غد,np
1967,1968,the day before yesterday,前天,قبل البارحة,np
1968,1969,The delay is due to mechanical difficulties.,延迟 出发 是因为 机械故障 。,,sent
1969,1970,The dish I ordered was not fresh.,我点 的 菜 不 新鲜 。,,sent
1970,1971,The dishes are offered too slowly.,菜 上 的 太慢 了 。,,sent
1971,1972,The flight is delayed due to bad weather conditions.,由于 天气 不好 航班 延误 了 。,,sent
1972,1973,The food has a funny smell.,这菜闻 起来 很 奇怪 。,,sent
1973,1974,The food is off.,这菜 变质 了 。,,sent
1974,1975,The food was dreadful.,这 饭菜 糟糕 透 了 。,,sent
1975,1976,The fruit and vegetables are over there.,水果 和 蔬菜 在 那边 。,,sent
1976,1977,The gate number is *,登机 门 是 * 号 。,,vp
1977,1978,The Gold Coast,在 黄金海岸,والذهب الساحل,np
1978,1979,The kitchen is very busy today.,今天 厨房 很 忙 。,,sent
1979,1980,The name is *.,名字 是 * 。,,vp
1980,1981,The next flight available is to *.,下 一班 可以 登机 的 航班 是 飞往 * 。,,vp
1981,1982,The one by the window has been taken by others.,靠窗 的 那 张 已经 有人 预订 了 。,,sent
1982,1983,"The organic vegetables are marked with the blue label. Here, do you see?",有机 蔬菜 都 有 蓝色 的 标签 。 在 这里 ， 看到 了 吗 ?,,sent
1983,1984,The overhead compartments are all full.,上面 的 行李箱 都 满 了 。,,sent
1984,1985,"The passengers, in preparation for takeoff, please turn off all electronic devices.",各位 乘客 请 注意 ， 飞机 准备 起飞 了 ， 请 关闭 所有 电子装置 。,,sent
1985,1986,The price will go down.,价格 将会 下降 。,,sent
1986,1987,The reservation is under chen.,是 用 陈 的 名字 预订 的 。,,sent
1987,1988,The rest is our job. Have a good trip.,余下 的 是 我们 的 事 ， 祝您 旅途愉快 。,,sent
1988,1989,The restaurant across the street is excellent.,街 对面 的 那家 餐馆 不错 。,,sent
1989,1990,The restaurant is so popular that you have to wait for one to two hours to get a seat.,这家 餐厅 太 出名 了 ， 要 等 一两个 小时 才 有 座位 。,,sent
1990,1991,The service is too slow.,这 服务 太慢 了 。,,sent
1991,1992,The service was very bad.,这 服务 太 差劲 了 。,,sent
1992,1993,The table over there has been reserved.,那边 那张 桌子 已经 被 预定 了 。,,sent
1993,1994,Then give me a double Western.,那 给 我 来 双份 西餐 吧 。,,sent
1994,1995,there,那里,هناك,adv
1995,1996,There are * of us.,一共 有 * 个人,نحن * أشخاص,vp
1996,1997,There are enough seats.,还有 很多 座位 。,,sent
1997,1998,There are no direct flights.,没有 直达 的 航班 。,,sent
1998,1999,There is a fly in my soup.,我 的 汤里 有 只 苍蝇 。,,sent
1999,2000,There is enough time for us for the connection.,我们 有 足够 的 时间 转 飞机 。,,sent
2000,2001,There is no price on this item.,这 上面 没有 标价 。,,sent
2001,2002,There isn't anything wrong with this food.,这菜 没有 任何 问题 。,,sent
2002,2003,There will be no charge for this.,这 一份 我们 不 收费 。,,sent
2003,2004,There's an airsickness bag in the seat pocket.,在 椅 兜里 有 呕吐 袋 。,,sent
2004,2005,These eggs are overcooked.,鸡蛋 过熟 了 。,,sent
2005,2006,These eggs are raw.,鸡蛋 是 生 的 。,,sent
2006,2007,These eggs are too soft/hard.,鸡蛋 太软 / 硬 了 。,,sent
2007,2008,These eggs are undercooked.,鸡蛋 还 没熟 。,,sent
2008,2009,These items are forbidden by law.,这些 东西 是 违禁品 。,,sent
2009,2010,Thessaloniki,塞萨洛尼基,سالونيك,np
2010,2011,they,他们,هم,np
2011,2012,they (f),她们,هن,np
2012,2013,they (two people),他们,هما,np
2013,2014,They are in Section B.,它们 在 B 区 。,,sent
2014,2015,They are on the chelf right behind you.,就 在 你 身后 的 货架 上 。,,sent
2015,2016,They're labeled on the packet.,它们 在 包装 上 有 标示 。,,sent
2016,2017,This food tastes strange.,这菜 味道 好怪 。,,sent
2017,2018,This fork is dirty.,这个 叉子 是 脏 的 。,,sent
2018,2019,This glass is chipped.,这 杯子 有 缺口 。,,sent
2019,2020,This glass is dirty.,这 杯子 是 脏 的 。,,sent
2020,2021,This glass is smeared.,这 杯子 有 污渍 。,,sent
2021,2022,This glass is spotted.,这 杯子 有 斑点 。,,sent
2022,2023,This glass is stained and it really spoiled my appetite very much.,杯子 有 污垢 ， 这可真 倒胃口 。,,sent
2023,2024,This glass is stained.,这 杯子 有 污垢 。,,sent
2024,2025,This headphone is not working. Can I have a new one?,这 副耳机 是 坏 的 ， 能 给 我 一副 新 的 吗 ?,,sent
2025,2026,This hotel prefers cash.,本 宾馆 主张 现金 付款 。,,sent
2026,2027,This Is Designated Non-Smoking Room.,这是 指定 的 禁烟 房间 。,,sent
2027,2028,This is my luggage.,这 是 我 的 行李 。,,sent
2028,2029,This is not my order.,这 不是 我点 的 菜 。,,sent
2029,2030,This is not the right flavor.,这 不是 正经 的 味道 。,,sent
2030,2031,This is not what I ordered.,这 不是 我点 的 菜 。,,sent
2031,2032,This is on the house.,这 一份 由 饭店 出钱 。,,sent
2032,2033,This is supposed to be my seat.,这 应该 是 我 的 座位 了 。,,sent
2033,2034,"This is the government's rule. For your own safety and other passangers, we need your understanding and corporation.",这是 政府 规定 的 ， 为了 您 和 其他 旅客 的 安全 ， 请 您 理解 和 配合 我们 的 工作 。,,sent
2034,2035,This item is not priced.,这 上面 没有 标价 。,,sent
2035,2036,This knife doesn't cut.,这 把 刀 不能 切 了 。,,sent
2036,2037,This knife is bent.,这 把 刀子 弯 了 。,,sent
2037,2038,This knife is blunt.,这 把 刀子 钝 了 。,,sent
2038,2039,This knife is not sparp.,这 把 刀 不 锋利 了 。,,sent
2039,2040,This knife is so blunt that it can't even cut beancurd.,这刀 太钝 了 ， 甚至 连 豆腐 都 切 不了 。,,sent
2040,2041,This one is very good.,这 张桌 很 好 。,,sent
2041,2042,This restaurant is famous for the seafood.,这家 餐厅 以 海鲜 闻名 。,,sent
2042,2043,This restaurant is more expensive than that one.,这家 餐馆 比 那 一家 贵得 多 。,,sent
2043,2044,This salad is not fresh.,色拉 不 新鲜 了 。,,sent
2044,2045,This shish kebab is burnt.,这份 烤羊肉串 烧焦 了 。,,sent
2045,2046,this side up,此 面向 上,,np
2046,2047,This steak is bloody.,牛排 带血过 多 。,,sent
2047,2048,This steak is hard/dry.,牛排 太硬 / 干 了 。,,sent
2048,2049,This steak is underdone.,牛排 没熟 。,,sent
2049,2050,This table is too close to the toilet.,这张 桌子 离 厕所 太近 。,,sent
2050,2051,This tablecloth is filthy.,这个 桌布 好脏 。,,sent
2051,2052,This was very impressive!,真的 很棒 ！,كان هذا رائعا جدا!,sent
2052,2053,This way please.,这边 请 。,,sent
2053,2054,this week,这个 星期,هذا الأسبوع,np
2054,2055,thousand,一千,ألف,num
2055,2056,three,三,ثلاثة,num
2056,2057,throat,喉咙 。,حلق,np
2057,2058,through,通过,,np
2058,2059,Thursday,星期四,يوم الخميس,np
2059,2060,Tianjin,天津,تيانجين,np
2060,2061,ticket confirm,机票 确认,,np
2061,2062,ticket office,售票处,,np
2062,2063,Tijuana,蒂华纳,تيخوانا,np
2063,2064,to,前往 城市,,np
2064,2065,To *.,去 * 。,إلى *.,vp
2065,2066,to board a plane,上 飞机,,np
2066,2067,to face the wind,迎风,,np
2067,2068,to fly with the wind,顺风,,np
2068,2069,to get off a plane,下 飞机,,np
2069,2070,to lose height,降低,,np
2070,2071,toast,吐司,خبز محمص,np
2071,2072,today,今天,اليوم,np
2072,2073,toes,脚指 。,أصابع القدم,np
2073,2074,Togo,多哥,ليذهب,np
2074,2075,toilet,厕所,حمام,np
2075,2076,Tokyo,东京,طوكيو,np
2076,2077,toll free,免费 通行,,np
2077,2078,tomato juice,番茄汁,,np
2078,2079,tomorrow,明天,غداً,np
2079,2080,Tonga,汤加,تونغا,np
2080,2081,tonic water,通宁水,مياه مقوية,np
2081,2082,toothbrush,牙刷,فرشاة أسنان,np
2082,2083,toothpaste,牙膏,معجون أسنان,np
2083,2084,toothpick,牙签,,np
2084,2085,toothpick tuble,牙签筒,,np
2085,2086,top speed,最高 速度,,np
2086,2087,Toronto,多伦多,تورونتو,np
2087,2088,Toulouse,图卢兹,تولوز,np
2088,2089,Towards the *.,靠近 *,نحو ال*.,vp
2089,2090,train station,火车站,محطة القطار,np
2090,2091,transfer passengers,中转 旅客,,np
2091,2092,transfers,中转,,np
2092,2093,transit,过境,,np
2093,2094,Transit Passenger.,过境旅客 。,,sent
2094,2095,travel agency,旅行社,,np
2095,2096,tray,托盘,,np
2096,2097,trident,三叉戟,,np
2097,2098,trillion,一兆,تريليون,num
2098,2099,Trinidad & Tobago,特立尼达和多巴哥,ترينيداد وتوباجو,np
2099,2100,Tripoli,硅藻土,طرابلس,np
2100,2101,Trolley.,行李 手推车 。,,sent
2101,2102,Try to be there by * and the airport will be crowed.,尽量 * 到 那 吧 ， 机场 人会 很多 的 。,,vp
2102,2103,Tuesday,星期二,يوم الثلاثاء,np
2103,2104,Tunisia,突尼斯,تونس,np
2104,2105,tupolev,图波列夫,,np
2105,2106,turbulence,飞机 颠簸,,np
2106,2107,Turkey,火鸡,ديك رومي,np
2107,2108,Turkmenistan,土库曼斯坦,تركمانستان,np
2108,2109,Turn around please.,请 转身 。,,sent
2109,2110,Turn Handle.,旋转 手柄 。,,sent
2110,2111,Turn left.,左拐 。,در إلى يسار.,sent
2111,2112,Turn right.,右拐 。,در إلى يمين.,sent
2112,2113,Tuvalu,图瓦卢,توفالو,np
2113,2114,TV,电视,‏تلفاز,np
2114,2115,twenty thousand,二万,عشرون الف,num
2115,2116,twin,双胞胎 的,,np
2116,2117,two,二,إثنان,num
2117,2118,two hundred,二百,مئتين,num
2118,2119,two thousand,二千,ألفين,num
2119,2120,Two Way Traffic Hotel Parking.,旅馆 双向 停车场 。,,sent
2120,2121,u turn ok,可以 U 形 转弯,,np
2121,2122,U-turn.,掉头 。,منعطف.,sent
2122,2123,Uganda,乌干达,أوغندا,np
2123,2124,Ukraine,乌克兰,أوكرانيا,np
2124,2125,umbrella,雨伞,مظلة,np
2125,2126,unbutton your coat,解开 外衣 扣子,,np
2126,2127,uncle,叔父,,np
2127,2128,undergraduate,大学 肆 业生,,np
2128,2129,United Arab Emirates,阿联酋,الإمارات العربية المتحدة,np
2129,2130,United Kingdom,英国,المملكة المتحدة,np
2130,2131,United States,美国,الولايات المتحدة الامريكانية,np
2131,2132,Unplug It.,拔 去 电源插头 。,,sent
2132,2133,upstairs,由此 上楼,,np
2133,2134,Uruguay,乌拉圭,أوروغواي,np
2134,2135,Use Door Viewer To Identify Callers Prior To Opening Door.,开 门前 通过 猫 洞 鉴别 叫 门人 身份 。,,sent
2135,2136,Uzbekistan,乌兹别克斯坦,أوزبكستان,np
2136,2137,vacant,无人,,np
2137,2138,Valencia,瓦伦西亚,فالنسيا,np
2138,2139,Vancouver,温哥华,فانكوفر,np
2139,2140,vanilla bean latte,拿 铁 香草,,np
2140,2141,vanilla cappuccino,香草 卡布奇诺,,np
2141,2142,Vanuatu,瓦努阿图,فانواتو,np
2142,2143,vase,花瓶,,np
2143,2144,Vatican City,梵蒂冈城,مدينة الفاتيكان,np
2144,2145,vegetables,蔬菜,خضروات,np
2145,2146,Venezuela,委内瑞拉,فنزويلا,np
2146,2147,Venice,威尼斯,مدينة البندقية,np
2147,2148,Victoria,维多利亚,فيكتوريا,np
2148,2149,Vienna,维也纳,فيينا,np
2149,2150,Vietnam,越南,فيتنام,np
2150,2151,vinegar,醋,,np
2151,2152,vip suite,贵宾 候机厅,,np
2152,2153,VIP Suite.,贵宾 候机厅 。,,sent
2153,2154,visitors please register,来宾 登记,,np
2154,2155,vodka,伏特加,شراب فودكا,np
2155,2156,waist,腰,خصر,np
2156,2157,Wait or stay?,等待 还是 留下来 ？,انتظر أو ابقى؟,sent
2157,2158,Wait.,等 一下 。,انتظر.,sent
2158,2159,Waiter!,服务生 ！,,sent
2159,2160,Waiter! I have a small problem.,服务生 !   我 有点 问题 。,,sent
2160,2161,Waiting And Boarding.,候机 和 登机 。,,sent
2161,2162,waiting hall,候机厅,,np
2162,2163,Waiting Hall.,候机厅 。,,sent
2163,2164,waiting lounge,候机厅,,np
2164,2165,Waiting Lounge.,候机厅 。,,sent
2165,2166,waiting room,候机厅,,np
2166,2167,Waiting Room.,候机厅 。,,sent
2167,2168,"Walk through the security gate, please.",请 走过 这个 安检门 。,,sent
2168,2169,Warm Air Hand Drier.,吹风机 。,,sent
2169,2170,Warn Children Of The Risk Of Death By Electric Shock.,小心 孩童 触电 死亡 。,,sent
2170,2171,Warsaw,华沙,وارسو,np
2171,2172,Watch for the *.,注意 *,احذر ال*.,vp
2172,2173,water,水,ماء,np
2173,2174,water glass,水杯,,np
2174,2175,we,我们,نحن,np
2175,2176,We also serve sandwiches and cakes.,我们 还 供应 三明治 和 蛋糕 。,,sent
2176,2177,We Are Committed To Doing What It Takes To Make Your Stay As Comfortable As Possible.,为了 让 您 尽可能 舒适 我们 愿意 付出 一切 。,,sent
2177,2178,We are not responsible for items left over * days.,遗忘 物品 超过 * 天 我们 概不负责 。,,vp
2178,2179,We came here before they did. How come they were served first?,我们 比 他们 先到 ， 怎么 他们 先 得到 服务 ?,,sent
2179,2180,We can have another toast for that. Cheers!,为了 这个 我们 再次 祝酒 ， 干杯 ！,,sent
2180,2181,"We could check it in for you ,or you could have it deposited temporarily at our place for up to one month.",您 可以 办理 托运 或 在 我们 这儿 办理 暂存 ， 我们 可以 替 您 保留 一个月 。,,sent
2181,2182,We could grab a quick bite.,我们 快 找点 吃 的 吧 。,,sent
2182,2183,We have a clearance sale today.,我们 今天 清仓 大 处理 。,,sent
2183,2184,We have a nonstop flight leaving at *.,* 点半 我们 有 一个 直达 航班 。,,vp
2184,2185,"We have a selection of orange, apple, grape and lemonade.",我们 有 橙汁 、 苹果汁 、 葡萄汁 和 柠檬汁 。,,sent
2185,2186,We have a table for you now.,现在 有 桌子 了 。,,sent
2186,2187,We have enough time to transfer the flight.,我们 有 足够 的 时间 转 飞机 。,,sent
2187,2188,We have free samples now.,我们 现在 有 免费 试吃 。,,sent
2188,2189,"We have single rooms, double rooms, suites and luxury suites, etc.",我们 有 单人房 ， 双人房 ， 套房 和 豪华 套房 等等 。,,sent
2189,2190,We have two flights at * and *.,我们 有 两次 航班 ， * 和 * 的 。,,vp
2190,2191,We hope you enjoyed your flight.,我们 希望 你们 满意 这次 的 飞行 。,,sent
2191,2192,We hope you understand.,希望 您 能 谅解 。,,sent
2192,2193,We lazed the whole afternoon away at a cafe.,我们 在 一家 咖啡馆 消磨 了 整个 下午 。,,sent
2193,2194,We look forward to seeing you on *.,我们 盼望 下 * 见到 您 。,,vp
2194,2195,We might have cancellations. Could you call us again closer to the date?,或许 有人 会 取消 预约 ， 请 您 接近 哪个 日期 时 再 打电话 好 吗 ?,,sent
2195,2196,We need a table for *.,我们 要 一张 * 人桌 。,,vp
2196,2197,We need more milk,我们 需要 买点 牛奶,,sent
2197,2198,We need to buy some soya sauce. Which aisle is the soya sauce in?,我们 想 买 一些 酱油 ， 酱油 在 哪 一个 通道 ?,,sent
2198,2199,We Promise To Make It Right Or You Won't Pay For That Part Of Your Stay.,我们 承诺 将 立即 整改 ， 否则 您 可以 拒绝 支付 相关 服务 的 费用 。,,sent
2199,2200,We took a trip to the supermarket.,我们 去 超市 转转 。,,sent
2200,2201,We truly regret the delay. Thank you for your cooperation and patience.,我们 对此 深表 谦意 ， 并 感谢您 的 配合 与 耐心 。,,sent
2201,2202,We were expecting you.,我们 正 恭候 着 您 呢 。,,sent
2202,2203,We will be landing at * airport.,我们 即将 降落 在 * 机场 。,,vp
2203,2204,We will have to be confiscated.,我们 必须 没收 。,,sent
2204,2205,We will inform you of the new departure time as soon as possible. Thank you.,我们 将 尽快 通知 您 的 新 班机 的 起飞 时候 ， 谢谢 。,,sent
2205,2206,We'd like to sit together.,我们 想 坐在 一起 。,,sent
2206,2207,We'd love a table for *.,我们 想要 张 * 人桌 。,,vp
2207,2208,We'll be leaving on *.,我们 * 离开 。,,vp
2208,2209,"We'll check you by hand, what do you think?",我们 用 手检 ， 你 看 如何 ?,,sent
2209,2210,We'll have the room ready for you.,我们 会为 您 准备 好 房间 。,,sent
2210,2211,We're fully booked.,我们 都 订满 了 。,,sent
2211,2212,We're very sorry for the delay.,我们 很 抱歉 延误 了 这么 长时间 。,,sent
2212,2213,We've been waiting for an hour.,我们 已经 等 了 一个 小时 了 。,,sent
2213,2214,Wednesday,星期三,يوم الأربعاء,np
2214,2215,weight,体重,,np
2215,2216,welcome aboard,欢迎 登机,,np
2216,2217,Welcome aboard.,欢迎 登机 。,,sent
2217,2218,Welcome to our restaurant.,欢迎光临 我们 饭店 。,,sent
2218,2219,well,好  ,حسنا,adj
2219,2220,well-educated,受过 良好 教育 的,,np
2220,2221,"Well, I'll have a cup of coffee.",好 吧 ， 我要 一杯 咖啡 。,,sent
2221,2222,"Well, I've got them.",好 的 ， 我 记下 了 。,,sent
2222,2223,Wellington,惠灵顿,ولينغتون,np
2223,2224,west,西,غرب,adv
2224,2225,West Box,西厢,,sent
2225,2226,West Wing,西楼,,sent
2226,2227,wet paint,油漆 未干,,np
2227,2228,"What about something else, coffee,tea, juice, coke or beer?",其他 的 怎么样 ， 咖啡 、 茶 、 果汁 、 可乐 、 或 啤酒 ?,,sent
2228,2229,What are you looking for?,您 在 找 什么 呢 ?,,sent
2229,2230,What are you studying?,你学 的 是 什么 ?,,sent
2230,2231,What class?,要 什么 舱位 ?,,sent
2231,2232,"What coffee would you like,black coffee or white coffee?",你 喜欢 什么 咖啡 ， 黑 咖啡 还是 牛奶 咖啡 ？,,sent
2232,2233,What date will you check in?,你们 那天 入住 ?,,sent
2233,2234,"What date, please?",请问 订 哪一天 ?,,sent
2234,2235,What do you do for a living?,你 做 什么 工作 ?,,sent
2235,2236,What do you do there?,你 在 那里 从事 什么 工作 ?,,sent
2236,2237,What do you do?,你 做 什么 工作 ?,,sent
2237,2238,What do you have to drink?,你们 这里 有 什么 喝 的 ?,,sent
2238,2239,What do you want exactly?,你 到底 想买些 什么 ?,,sent
2239,2240,What does it look like?,它 是 什么 样子 的 ?,,sent
2240,2241,What flavor do you like?,你 喜欢 什么 口味 ?,,sent
2241,2242,What is *?,* 是 什么 ？,ما *؟,vp
2242,2243,What is the boarding time?,什么 时候 登机 呢 ?,,sent
2243,2244,What is the exchange rate?,汇率 多少 ？,ما هو سعر العملة؟,sent
2244,2245,"What is the fare, please?",请问 票价 是 多少 ?,,sent
2245,2246,What is this called?,这 叫 什么 ？,ماذا يدعى هذا؟,sent
2246,2247,What is this?,这是 什么 ？,ما هذا؟,sent
2247,2248,What is your name?,你 叫 什么 名字 ？,ما اسمك؟,sent
2248,2249,What is your nationality?,你 的 国籍 是 哪儿 ?,,sent
2249,2250,What kind of coffee do you have?,你们 这儿 有 什么 咖啡 ?,,sent
2250,2251,What kind of drinks you got?,你们 有 什么 饮料 ?,,sent
2251,2252,What kind of room would you like?,你 喜欢 订 哪类 房间 ?,,sent
2252,2253,What kind of seats do you want?,你 需要 什么样 的 座位 ?,,sent
2253,2254,"What kind of tickets do you want, first class or economy?",你 要 什么 类型 的 票 ， 头等舱 还是 经济舱 ?,,sent
2254,2255,What kind of work do you do?,你 从事 哪类 工作 ?,,sent
2255,2256,What kinds do you have?,你们 都 有 什么 果汁 ?,,sent
2256,2257,What should I do about it?,我该 怎么 做 呢 ?,,sent
2257,2258,What sort of job do you do at *?,你 在 * 担任 什么 职务 ?,,vp
2258,2259,What time do I have to be at the airport?,我 什么 时候 到 机场 ?,,sent
2259,2260,What time do you close?,你们 几点 开始 关门 ?,,sent
2260,2261,What time do you open?,你们 几点 开始 营业 ?,,sent
2261,2262,What time do you start check-in?,你们 何时 开始 办理 登机 手续 ？,,sent
2262,2263,What time does the inflight movie start?,机上 电影 什么 时候 开始 播放 ?,,sent
2263,2264,What time does the plane take off?,飞机 何时 起飞 呢 ?,,sent
2264,2265,What time is *?,* 是 什么 时候 ？,ما هو توقيت *؟,vp
2265,2266,What time is it?,现在 几点 ？,كم الساعة؟,sent
2266,2267,What time should I check in?,我 应该 什么 时间 办理 登机 手续 呢 ?,,sent
2267,2268,What time will this bus arrive?,公车 什么 时候 到 ？,متى ستصل هذه الحافلة؟,vp
2268,2269,What time will this train arrive?,火车 什么 时候 到 ？,متى سيصل هذا القطار؟,sent
2269,2270,What was the date of the reservation?,保留 的 日期 是 什么 呢 ?,,sent
2270,2271,What was your order?,您 点 的 是 什么 ?,,sent
2271,2272,What would you like to drink?,你 喝点 什么 ?,,sent
2272,2273,What would you like to have for dinner?,你 晚餐 吃 什么 ?,,sent
2273,2274,What would you like?,你 喜欢 什么 ？,ماذا تحب؟,sent
2274,2275,What would you suggest?,你 推荐 什么 ?,,sent
2275,2276,What?,什么 ？,ماذا؟,sent
2276,2277,What's the baggage allowance?,行李 限重 是 多少 ?,,sent
2277,2278,What's the fare for an economy class ticket?,经济舱 的 票价 是 多少 ?,,sent
2278,2279,What's the fare to * for the economy class?,去 * 的 经济舱 机票 多少 钱 ?,,vp
2279,2280,What's the gate number?,在 几号 门 ?,,sent
2280,2281,What's the price?,房间 的 价格 是 多少 ?,,sent
2281,2282,What's the rate for a standard room?,标准 房间 多少 钱 ?,,sent
2282,2283,"What's the rate, please?",请问 房费 是 多少 ?,,sent
2283,2284,What's up?,干嘛 ?,,sent
2284,2285,What's wrong with you?,你 怎么 了 ?,,sent
2285,2286,What's your flight number?,你 的 班机 号 是 什么 ?,,sent
2286,2287,What's your job?,你 的 工作 是 什么 ?,,sent
2287,2288,"What's your name, please?",请问 你 叫 什么 名字 ?,,sent
2288,2289,What's your telephone number?,你 的 电话号码 是 多少 ?,,sent
2289,2290,When am I supposed to check in?,我 应该 什么 时候 检票 呢 ?,,sent
2290,2291,When are you leaving?,您 何时 出发 ?,,sent
2291,2292,When can I start to check in?,我 什么 时候 开始 办理 登机 手续 ?,,sent
2292,2293,When can I use my electronic devices?,我 什么 时候 才能 使用 电子设备 ?,,sent
2293,2294,When do I have to check out?,何时 要 退房 ？,متى يجب علي تسجيل الخروج؟,sent
2294,2295,When do you start to serve dinner?,请问 晚餐 几点 开始 供应 ?,,sent
2295,2296,When does the bus for * leave?,去 * 的 公车 什么 时候 离开 ？,متى تنطلق الحافلة المتجه إلى*؟,vp
2296,2297,When does the * close?,* 什么 时候 打烊 呢 ？,,vp
2297,2298,When does the train for * leave?,去 * 的 火车 什么 时候 离开 ？,متى ينطلق القطار المتجه إلى*؟,vp
2298,2299,When does your flight land?,飞机 什么 时候 着陆 ?,,sent
2299,2300,When is closing time?,几点 关门 ？,ما هو توقيت الإغلاق؟,sent
2300,2301,When is opening time?,几点 开门 ？,ما هو توقيت الافتتاح؟,sent
