,en,cn,ar,pos
2268,What time will this train arrive?,火车什么时候到？,متى سيصل هذا القطار؟,sent
2269,What was the date of the reservation?,保留的日期是什么呢?,,sent
2270,What was your order?,您点的是什么?,,sent
2271,What would you like to drink?,你喝点什么?,,sent
2272,What would you like to have for dinner?,你晚餐吃什么?,,sent
2273,What would you like?,你喜欢什么？,ماذا تحب؟,sent
2274,What would you suggest?,你推荐什么?,,sent
2275,What?,什么？,ماذا؟,sent
2276,What's the baggage allowance?,行李限重是多少?,,sent
2277,What's the fare for an economy class ticket?,经济舱的票价是多少?,,sent
2278,What's the fare to * for the economy class?,去*的经济舱机票多少钱?,,vp
2279,What's the gate number?,在几号门?,,sent
2280,What's the price?,房间的价格是多少?,,sent
2281,What's the rate for a standard room?,标准房间多少钱?,,sent
2282,"What's the rate, please?",请问房费是多少?,,sent
2283,What's up?,干嘛?,,sent
2284,What's wrong with you?,你怎么了?,,sent
2285,What's your flight number?,你的班机号是什么?,,sent
2286,What's your job?,你的工作是什么?,,sent
2287,"What's your name, please?",请问你叫什么名字?,,sent
2288,What's your telephone number?,你的电话号码是多少?,,sent
2289,When am I supposed to check in?,我应该什么时候检票呢?,,sent
2290,When are you leaving?,您何时出发?,,sent
2291,When can I start to check in?,我什么时候开始办理登机手续?,,sent
2292,When can I use my electronic devices?,我什么时候才能使用电子设备?,,sent
2293,When do I have to check out?,何时要退房？,متى يجب علي تسجيل الخروج؟,sent
2294,When do you start to serve dinner?,请问晚餐几点开始供应?,,sent
2295,When does the bus for * leave?,去*的公车什么时候离开？,متى تنطلق الحافلة المتجه إلى*؟,vp
2296,When does the * close?,*什么时候打烊呢？,,vp
2297,When does the train for * leave?,去*的火车什么时候离开？,متى ينطلق القطار المتجه إلى*؟,vp
2298,When does your flight land?,飞机什么时候着陆?,,sent
2299,When is closing time?,几点关门？,ما هو توقيت الإغلاق؟,sent
2300,When is opening time?,几点开门？,ما هو توقيت الافتتاح؟,sent
2301,When is the boarding time?,什么时候登机呢?,,sent
2302,When is the plane due?,飞机什么时候着陆?,,sent
2303,When shall I come to pick up the ticket?,我什么时候来取票?,,sent
2304,When will the connecting flight take off?,衔接的航班什么时候起飞?,,sent
2305,"When You Talk, We Listen.",我们随时倾听您的意见。,,sent
2306,When?,什么时候？,متى؟,sent
2307,Where are our dishes?,我们的菜在那儿呢?,,sent
2308,Where are the dairy products?,乳制品在哪儿?,,sent
2309,Where are the shopping baskets?,购物篮在哪里?,,sent
2310,Where are you from?,你从哪里来的？,من أين أنت؟,sent
2311,Where are you taking me?,你带我去哪里？,إلى أين أنت آخذني؟,sent
2312,Where can I find *?,哪里有*?,أين يمكنني أن أجد؟,vp
2313,Where can I find a baggage trolley?,哪里有行李推车。,,sent
2314,Where can I find the diary products?,乳制品在哪儿?,,sent
2315,Where can I get a baggage trolley?,我在哪儿能得到行李车?,,sent
2316,Where can I get a traveler's check changed?,我在哪里可以兑换这个旅行支票？,أين يمكنني أن أصرّف شيك سياحي؟,sent
2317,Where can I get money changed?,我要在哪里换钱？,أين يمكنني أن أصرّف بعض المال؟,sent
2318,Where can I put my baggage?,我的行李放哪儿呢?,,sent
2319,Where do I board the plane?,我在哪儿登机?,,sent
2320,Where do I go to catch my connecting flight?,我要去哪里赶衔接的航班?,,sent
2321,Where do I pick up the ticket?,我去什么地方拿机票?,,sent
2322,Where do we get tickets?,哪里买车票？,أين يمكننا أن نحصل على تذاكر؟,sent
2323,Where do you work?,你在哪里工作?,,sent
2324,Where does it hurt?,哪里痛？,أين يؤلمك؟,sent
2325,Where does this bus go?,这辆巴士去哪里？,أين تذهب هذه الحافلة؟,sent
2326,Where does this train go?,这列火车去哪里？,أين يذهب هذا القطار؟,sent
2327,Where is an ATM?,提款机在哪里？,أين توجد آلة الصرف الآلي؟,sent
2328,Where is it on the map?,在地图上的哪里？,أين تقع على الخريطة؟,sent
2329,Where is my seat?,我的座位在哪儿?,,sent
2330,Where is seat *?,*号座位在哪儿?,,vp
2331,Where is the * Airlines transfer desk?,*航的转机柜台在哪里?,,vp
2332,Where is the *?,*在哪里？,أين ال*؟,vp
2333,Where is the baggage claim area?,行李领取处在哪儿?,,sent
2334,Where is the bathroom?,洗手间在哪里？,أين الحمام؟,sent
2335,Where is the boarding gate for this flight?,这班飞机的登机口在哪儿?,,sent
2336,Where is the bus to *?,到*的巴士在哪？,أين الحافلة المتجهة إلى *؟,vp
2337,Where is the check-in counter for * Airlines?,请问*航空公司办理登机手续的柜台在哪里?,,vp
2338,Where is the fruit and vegetable section?,水果蔬菜区在哪里?,,sent
2339,Where is the gate?,登机口在哪儿?,,sent
2340,Where is the lavatory?,请问洗手间在哪里?,,sent
2341,Where is the toilet?,厕所在哪里？,أين الحمام؟,sent
2342,Where is the train to *?,到*的火车在哪？,أن القطار المتجه إلى *؟,vp
2343,Where is the transfer desk?,转机柜台在哪儿?,,sent
2344,Where would you like to go for dinner?,你想在哪儿吃饭呢?,,sent
2345,Where would you prefer to sit?,你喜欢坐在哪里?,,sent
2346,Where?,哪里？,اين؟,sent
2347,Where's the meat counter?,肉柜台在哪里?,,sent
2348,Which aisle are the canned goods at?,罐头产品在哪条通道?,,sent
2349,Which date would you that be?,要订在哪个日期?,,sent
2350,Which direction?,哪个方向？,بأي اتجاه؟,sent
2351,Which is the movie channel?,哪个是电影频道?,,sent
2352,Which restaurant do you recommend?,你推荐哪家餐厅呢?,,sent
2353,Which station are we at?,我们在哪一站？,نحن في أي محطة؟,sent
2354,"Which would you like for dinner, beef, chicken or fish?",晚餐想吃牛肉、鸡肉还是鱼?,,sent
2355,"Which would you prefer, first class or economy?",你喜欢哪种，头等舱还是经济舱?,,sent
2356,Whirlpool,热水漩涡池,,sent
2357,whiskey,威士忌,شراب الويسكي,np
2358,white,白色,أبيض,adj
2359,white wine,白酒,نبيذ أبيض,np
2360,Who?,谁？,من؟,sent
2361,Why do you like coffee shop?,你为什么喜欢咖啡店?,,sent
2362,Why does this happen to me when I am on the plane? I feel bad.,为什么在飞机上会有这种感觉? 我感觉很难受。,,sent
2363,Why don't you wrap his steak up?,你为什么不打包他的牛排?,,sent
2364,Why is it taking so long for the food to arrive?,为什么上餐要这么久?,,sent
2365,Why is it taking so long?,为什么会这么久?,,sent
2366,Why?,为什么？,لماذا؟,sent
2367,wife,妻子,,np
2368,Wifi Is Available In Public Area In The Hotel.,在酒店的公共场所可以登陆无线英特网。,,sent
2369,Will there be any change in your room type? Your reservation is for a twin room.,您需要变化你的房间类型吗？你预定的是一间双人床的。,,sent
2370,Will this be a one-way trip?,您要单程票吗?,,sent
2371,Will this table be all right?,这张桌行吗?,,sent
2372,Will you give me some discount on tickets?,机票能给我折扣吗?,,sent
2373,Will you please put your suitcase and that box on the belt?,请把你的手提箱和那个盒子放在传送带上好吗?,,sent
2374,Windsor,温莎,ويندسور,np
2375,wineglass,酒杯,,np
2376,Winnipeg,温尼伯,وينيبيغ,np
2377,wipe your shoes and boots,请擦去鞋上的泥土,,np
2378,women,女人,نساء,np
2379,women's bathroom,女厕,,np
2380,work,工作,عمل,np
2381,work experience,工作经历,,np
2382,worker,工人,,np
2383,Would it be possible for us to trade seats?,我们可以交换座位吗?,,sent
2384,Would you like a cup of tea or coffee?,要茶还是咖啡呢?,,sent
2385,Would you like a high chair for your baby?,您想要一个高脚椅给婴儿吗?,,sent
2386,Would you like me to bring a baby chair?,您需要我拿个婴儿椅吗?,,sent
2387,Would you like some cream in your coffee?,你的咖啡要加点奶油吗?,,sent
2388,Would you like some tea or coffee?,喝茶还是喝咖啡？,,sent
2389,Would you like the smoking or non-smoking section?,您喜欢吸烟区还是非吸烟区?,,sent
2390,Would you mind hurrying?,你们能快点吗?,,sent
2391,Would you mind waiting until one is free?,您介意等一下空出桌子吗?,,sent
2392,Would you please bring me a knife and fork?,能给我拿副刀叉吗?,,sent
2393,Would you please help me to get my boarding pass?,可以帮我换登机牌吗?,,sent
2394,Would you please make my reservation to * for tomorrow?,请帮我预订明天去*的机票好吗?,,vp
2395,Would you please serve a little quicker?,能上菜快点吗?,,sent
2396,Would you please show me your ticket and boarding pass?,请出示一下你的机票和登机牌好吗?,,sent
2397,"Would you please tell me your name, telephone and ID number?",能告诉我你的名字、手机号和身份证号码吗?,,sent
2398,Would you prefer a window seat or an aisle seat?,你想要一个靠窗的位子，还是靠过道的?,,sent
2399,Would you prefer sitting inside or outside?,您比较喜欢做里面还是外面?,,sent
2400,Would you take a seat over there and I will call you when a table is free?,您能在那边的座位上等一下，当有空桌时我会通知您好吗?,,sent
2401,"Wrap the steak up for him, so he'll take it with.",打包这份牛排，他要带走。,,sent
2402,wrist,手腕,معصم,np
2403,writing paper,纸,ورق للكتابة,np
2404,Wuhan,武汉,ووهان,np
2405,Yangon,仰光,يانجون,np
2406,Yeah.,是的。,نعم.,vp
2407,year,年,,np
2408,yellow,黄色,أصفر,adj
2409,Yemen,也门,اليمن,np
2410,"Yes, I'll check to see if there's any space left.",好，我查查看还有没有剩余位置。,,sent
2411,"Yes, please.",是，谢谢,نعم من فضلك,sent
2412,"Yes, sir. How can I help you?",来了，先生。有什么需要帮忙的?,,sent
2413,"Yes, there is.",有的。,,sent
2414,"Yes, we do. They're right in front of you.",有的，就在你面前。,,sent
2415,Yes.,是,نعم.,sent
2416,yesterday,昨天,البارحة,np
2417,yield,让路,ينتج,vp
2418,you,你,أنت,np
2419,you (p),你们,أنتم,np
2420,You are welcome. Please press the button when you need any help.,不客气。如果需要什么帮助，请按按钮。,,sent
2421,You can also turn down the air-conditioner.,你还可以调小空调。,,sent
2422,You can either take out something or pay the excess baggage charge.,您可以把一些东西拿出来，或者付行李超重费。,,sent
2423,You can go to the flight connection counter.,您可以去转机柜台。,,sent
2424,You can place the baggage under the seat in front of you.,您可以将行李放在前面的座位下面。,,sent
2425,You can surf the Internet while enjoying your coffee.,你在品尝咖啡的时候可以浏览网络。,,sent
2426,You can take some airsick pills.,您可以吃点晕机药。,,sent
2427,You can take your baggage now.,您可以拿行李了。,,sent
2428,You can't have any liquid with you.,您不能携带任何液体。,,sent
2429,You can't take it with you into the aircraft.,您不能把它带上飞机。,,sent
2430,You have a lot of baggage.,您有好多行李。,,sent
2431,You have a problem with your attitude.,你的态度有问题。,,sent
2432,You have to be there * hours before departure time.,你要在飞机起飞前两个小时到达那里。,,vp
2433,You have to be there half an hour before departure time.,你应该在飞机起飞之前半个小时到那。,,sent
2434,You look familiar.,你看起来很眼熟。,,sent
2435,You look like one of my friends.,你看起来像我的一个朋友。,,sent
2436,You look like someone I know.,你看起来像我认识的一个人。,,sent
2437,You may check in at the self-service kiosk area in zones *,你可以在G和H区自助服务亭办理登机手续。,,vp
2438,You may choose from the fish and beef.,你可以选择鱼或者是牛肉。,,sent
2439,You may feel much better if you chew some gum or peanuts.,如果嚼点口香糖或花生会感觉舒服些。,,sent
2440,You may go now. Please take your things.,你可以走了，带好你的东西。,,sent
2441,You may look at the menu first and decide what you like to have.,请先看看菜单再决定点什么菜。,,sent
2442,You must be tired after such a long flight.,经过长途飞行后你一定累了。,,sent
2443,You need to transfer at *.,你需要在*转机。,,vp
2444,You should have a sign. That way people could identify which are organic and which aren't.,你们应该要有标识，让顾客知道哪些是有机蔬菜，那些不是。,,sent
2445,You'll be boarding at Gate *,请将在*号登机门登机。,,vp
2446,You'll have to get there by * at the latest.,最晚*到。,,vp
2447,You're cheating me.,你在骗我。,أنت تغشني,sent
2448,You're welcome.,不客气。,على الرحب والسعة,sent
2449,younger brother,弟弟,,np
2450,younger sister,妹妹,,np
2451,Your baggage is overweight.,你的行李超重了。,,sent
2452,Your Comfort Is Our Priority.,您的满意就是我们的宗旨。,,sent
2453,Your dishes are ready.,您的菜准备好了。,,sent
2454,Your flight number is *。,您的航班号是B*。,,vp
2455,Your food is being cooked. I'm afraid it's too late to cancel it.,你的食物正在做，恐怕取消太晚了。,,sent
2456,Your hat and scart can be hung here.,您的帽子和围巾可以挂在这儿。,,sent
2457,Your luggage will be trasferred to your next plane.,您的行李将会转到下一班飞机上。,,sent
2458,Your meal is on the house.,你的餐点由饭店出钱。,,sent
2459,"Your meal, we're really sorry for the delay.",你的菜，我们真的很抱歉耽搁了。,,sent
2460,Your seat is confirmed on flight number * leaving at *。,您的机位以确定，航班号为*，*起飞。,,vp
2461,Your seat is in the middle of the cabin.,您的座位在客舱的中部。,,sent
2462,Your staff was rude.,你的工作人员很粗鲁。,,sent
2463,Your ticket is in order now.,您的机票现在完全办妥了。,,sent
2464,youth hostel,青年旅馆,بيوت الشباب,np
2465,Zagreb,萨格勒布,زغرب,np
2466,Zambia,赞比亚,زامبيا,np
2467,zero,零,صفر,num
2468,Zimbabwe,津巴布韦,زيمبابوي,np
2469,Zurich,苏黎世,زيوريخ,np
0,* and *,*和*,* و *,conj
1,Afghan,阿富汗,الأفغاني,adj
2,after all *,毕竟 *,بعد كل ذلك *,conj
3,although *,尽管*,برغم من *,conj
4,American,美国,أمريكي,adj
5,Amharic,阿姆哈拉语,الأمهرية,adj
6,Arab,阿拉伯人,عربي,adj
7,Arabic,阿拉伯,عربى,adj
8,Argentinian,阿根廷人,الأرجنتيني,adj
9,as if *,仿佛*,كما لو *,conj
10,as soon as *,尽快 *,في أقرب وقت *,conj
11,Australian,澳大利亚,الأسترالي,adj
12,because *,因为*,لان *,conj
14,Bolivian,玻利维亚,بوليفي,adj
15,Brazilian,巴西人,برازيلي,adj
16,British,英国的,بريطاني,adj
17,both,都,على حد سواء,conj
19,Cambodian,柬埔寨,كمبوديا,adj
20,Cameroonian,喀麦隆,الكاميروني,adj
21,Canadian,加拿大,الكندية,adj
22,Chilean,智利,شيلي,adj
23,Chinese,中国的,صينى,adj
24,Chinese language,中文,اللغة الصينية,adj
25,Colombian,哥伦比亚,كولومبي,adj
26,Costa Rican,哥斯达黎加,كوستاريكا,adj
27,Cuban,古巴,الكوبية,adj
28,Danish,丹麦,دانماركي,adj
29,Dominican,多明尼加,الدومينيكان,adj
30,Dutch,荷兰人,هولندي,adj
31,Ecuadorian,厄瓜多尔,الاكوادوري,adj
32,Egyptian,埃及人,مصري,adj
33,either * or *,两者任一 *,إما * او *,conj
34,English,英语,الإنجليزية,adj
35,Estonian,爱沙尼亚语,الإستونية,adj
36,Ethiopian,埃塞俄比亚,حبشي,adj
37,even if *,即使 *,حتى لو *,conj
38,Filipino,菲律宾,الفلبينية,adj
39,finally *,最后*,أخيرا *,conj
40,Finnish,芬兰,اللغة الفنلندية,adj
41,for *,为*,إلى عن على *,conj
42,for example *,例如 *,فمثلا *,conj
43,French,法国,الفرنسية,adj
44,furthermore *,此外*,علاوة على ذلك *,conj
45,German,德语,ألمانية,adj
46,Ghanaian,加纳的,الغاني,adj
47,Greek,希腊语,الإغريقي,adj
48,Guatemalan,危地马拉,غواتيمالا,adj
49,Haitian,海地,هايتي,adj
50,Hebrew,希伯来语,اللغة العبرية,adj
51,Honduran,洪都拉斯,هندوراس,adj
52,if *,如果*,إذا *,conj
53,in addition,此外,بالإضافة الى,conj
54,Indonesian,印度尼西亚,الأندونيسية,adj
55,instead *,相反*,في حين أن *,conj
56,Iranian,伊朗的,إيراني,adj
57,Irish,爱尔兰的,الأيرلندية,adj
58,Israeli,以色列,إسرائيلي,adj
59,Italian,意大利的,الإيطالي,adj
60,Japanese,日本的,اليابانية,adj
61,Jordanian,约旦人,أردني,adj
62,Kenyan,肯尼亚,الكيني,adj
63,Korean,韩国的,الكورية,adj
64,Laotian,老挝的,اللاوسي,adj
66,Lebanese,黎巴嫩,لبناني,adj
67,likewise,同样,بطريقة مماثلة,conj
68,Lithuanian,立陶宛,اللتوانية,adj
69,Malay,马来语,لغة الملايو,adj
70,Malaysian,马来西亚,الماليزية,adj
71,meanwhile *,同时*,وفى الوقت نفسه *,conj
72,Mexican,墨西哥人,المكسيكي,adj
73,Moroccan,摩洛哥,مغربي,adj
74,neither nor,既不也不,لا هذا ولا ذاك,conj
75,New Zealander,新西兰人,نيوزيلندي,adj
76,Nicaraguan,尼加拉瓜,نيكاراغوا,adj
77,Norwegian,挪威,النرويجية,adj
78,not only * but also *,不仅*而且*,ليس فقط * ولكن أيضا *,conj
79,now that *,现在 *,الآن هذا *,conj
80,on the other hand *,另一方面 *,من ناحية أخرى *,conj
81,once *,一次*,ذات مرة *,conj
82,or *,要么 *,أو *,conj
83,otherwise *,除此以外 *,غير ذلك *,conj
84,Panamanian,巴拿马人,بنمي,adj
85,Paraguayan,巴拉圭,باراغواي,adj
86,Persian,波斯语,اللغة الفارسية,adj
87,Peruvian,秘鲁,بيرو,adj
88,Polish,抛光,البولندي,adj
89,Portuguese,葡萄牙语,البرتغالية,adj
90,Puerto Rican,波多黎各人,بورتوريكو,adj
91,Romanian,罗马尼亚,روماني,adj
92,Russian,俄国的,الروسية,adj
93,Salvadorian,萨尔瓦多,السلفادورية,adj
94,Saudi,沙特的,سعودي,adj
95,Scottish,苏格兰的,الاسكتلندي,adj
96,since *,自*,منذ *,conj
97,so *,所以*,وبالتالي *,conj
98,so that *,以便 *,لهذا السبب *,conj
99,Spanish language,西班牙语,اللغة الإسبانية,adj
100,Spanish,西班牙的,الإسبانية,adj
101,still *,仍然*,ما يزال *,conj
102,Swahili,斯瓦希里,السواحلية,adj
103,Swedish,瑞典的,السويدية,adj
104,Swiss,瑞士人,سويسري,adj
105,Tagalog,他加禄语,التغالوغ,adj
106,Taiwanese,台湾的,تايوانية,adj
107,Tajik,塔吉克,الطاجيكية,adj
108,Thai,泰国的,التايلاندية,adj
109,though *,尽管*,على أية حال *,conj
110,thus *,因此*,هكذا *,conj
111,Turkish,土耳其的,اللغة التركية,adj
113,Ukrainian,乌克兰人,الأوكراني,adj
114,unless *,除非*,ما لم *,conj
115,until *,直到 *,حتى *,conj
116,Uruguayan,乌拉圭人,أوروجواي,adj
117,US,我们,لنا,adj
118,Venezuelan,委内瑞拉的,فنزويلا,adj
119,Vietnamese,越南的,الفيتنامية,adj
120,Welsh,威尔士语,تهرب من دفع الرهان,adj
121,wherever,哪里,أينما,conj
122,whether *,是否*,سواء *,conj
123,while *,而*,في حين *,conj
124,yet *,然而*,بعد *,conj
