,en,cn,ar,pos
456,desscrt plate,甜品碟,,np
457,dessert for,甜品叉,الحلوى ل,np
458,dessert knife,水果刀,سكين الحلوى,np
459,dessert spoon,甜品勺,ملعقة الحلوى,np
460,destination country,前往目的地国,بلد المقصد,np
461,detector,探测器,كاشف,np
462,Dhaka,达卡,دكا,np
463,diarrhoea,泻肚子/拉肚子,إسهال,np
464,dictionary,词典,قاموس,np
465,Did you forget something?,遗忘了物品吗?,هل نسيت شيئًا؟,sent
466,diesel,柴油,ديزل‎ سولار‎ جاز,np
467,dinner for,正餐叉,العشاء ل,np
468,dinner knife,正餐刀,سكين العشاء,np
469,diplomatic,老练的,دبلوماسي,np
470,direct flight,直飞,رحلة مباشرة,np
471,disciplined,守纪律的,منضبط,np
472,disembark,下机,نزل من السفينة,np
473,dish,碟子,طبق,np
474,district,区,منطقة,np
475,divorced,离异,مطلقة,np
476,Djibouti,吉布提,جيبوتي,np
477,Do Not Hesitate To Contact Us.,请不要犹豫联系我们。,لا تترددوا في الاتصال بنا.,sent
478,do not pass,禁止超车,لا تمر,np
479,Do Not Smoke In The Bed.,请勿在床上吸烟。,لا تدخن في السرير.,sent
480,Do you accept * currency?,你接受*的货币吗？,هل تقبل العملة *؟,vp
481,Do you accept credit cards?,你接受信用卡吗？,هل تقبل بطاقات الائتمان؟,sent
482,Do you accept US dollars?,你接受美元吗？,هل تقبل الدولار الأمريكي؟,sent
483,Do you go to *?,去不去*?,هل تذهب إلى *؟,vp
484,Do you have * newspapers?,你们有没有中文报纸?,هل لديك جريدة*؟,vp
485,Do you have a reservation?,您有预订吗?,هل لديك حجز؟,sent
486,Do you have a safe?,你们有没有保险箱？,هل لديك خزنة؟,sent
487,Do you have a table for * please?,你能安排一张四人桌吗?,هل لديك طاولة لـ * أشخاص من فضلك؟,vp
488,Do you have an English menu?,你有没有英文菜单？,هل لديك قائمة بالإنجليزية؟,sent
489,Do you have any bages to check?,你有什么行李要托运吗?,هل لديك أي حقائب للفحص؟,sent
490,Do you have any direct flights coming back?,回程时你们有直飞的班机吗?,هل لديك أي رحلات طيران مباشرة للعودة؟,sent
491,Do you have any empty seats together somewhere?,哪有在一起的空座位呢?,هل لديك أي مقاعد فارغة بجانب بعضها البعض؟,sent
492,Do you have any lower fare?,有比较便宜的机票吗?,هل لديك أي أسعار أقل؟,sent
493,Do you have any medicine for airsickness?,你们有晕机药吗?,هل لديك أي دواء لمرض الهواء؟,sent
494,Do you have any other seats open where we can sit together?,还有没有其他连在一起的座位?,هل لديك أي مقاعد أخرى متاحة حيث يمكننا الجلوس بجانب بعضنا البعض؟,sent
495,Do you have any particular restaurant in mind?,你想好有什么特别的餐馆吗?,هل تفكر في أي مطعم معين؟,sent
496,Do you have any rooms available?,你们还有房间吗？,هل لديك أي غرف متاحة؟,sent
497,Do you have any snacks?,有没有小吃？有没有点心？,هل لديك أي وجبات خفيفة؟,sent
498,Do you have any sugar substitute?,你们有代糖的吗?,هل لديك أي بديل للسكر؟,sent
499,Do you have any tickets available for that date?,你们有那天的票吗?,هل لديك أي تذاكر متاحة لهذا التاريخ؟,sent
500,Do you have anything for airsickness?,你们有晕机药吗?,هل لديك أي شيء لمرض الهواء؟,sent
501,Do you have insurance?,你有保险吗？,هل لديك تأمين؟,sent
502,Do you have it in another color?,你们有没有另外的颜色?,هل لديك لون آخر؟,sent
503,Do you have more of this item in stock?,这种商品还有存货吗?,هل لديك المزيد من هذه السلعة في المخزون؟,sent
504,Do you have one to recommend?,你有推荐的吗?,هل توصي بواحدة معينة؟ ,sent
505,Do you have the boarding pass for the next flight?,您有下一趟航班的登机牌吗?,هل لديك بطاقة الصعود للرحلة القادمة؟,sent
506,Do you have this in my size?,有没有我的尺寸？,هل لديكم من هذه بمقاسي؟,sent
507,Do you have this in stock?,这个还有存货吗?,هل لديك هذا في المخزون؟,sent
508,Do you have time for coffee?,你有空喝杯咖啡吗?,هل لديك وقت لتناول القهوة؟,sent
509,Do you know *?,你知道*吗？,هل تعلم *؟,vp
510,Do you know how long it will be?,你知道会延误多久吗?,هل تعرف سيستغرق كم من الوقت؟,sent
511,Do you live with your parents?,你和父母住在一起吗?,هل تعيش مع والديك؟,sent
512,Do you mind changing seats with me?,你介意跟我换下座位吗?,هل تمانع في تغيير المقاعد معي؟,sent
513,Do you prefer a smoking or non-smoking area?,您喜欢吸烟区还是非吸烟区?,هل تفضل منطقة تدخين أو منطقة ممنوع التدخين؟,sent
514,Do you remember which aisle this was at?,你记得这货物在哪条货道里吗?,هل تتذكر الممر الذي كان فيه؟,sent
515,Do you sell organic vegetables here?,你们卖有机蔬菜吗?,هل تبيع الخضروات العضوية هنا؟,sent
516,Do you serve alcohol?,你们销售酒精类饮品吗？,هل تقدمون أي خمور؟,sent
517,Do you serve anything else besides drinks?,除了喝的你们这还有什么别的吗?,هل تقدمون أي شيء آخر إلى جانب المشروبات؟,sent
518,Do you ship overseas?,可以邮寄到海外吗？,هل هن,sent
519,Do you speak *?,你说*语吗?,هل تتكلم اللغة *؟,vp
520,Do you speak English?,你会说英语吗？,هل هناك شحن دولى؟,sent
521,Do you take * currency?,*元可以吗？,هل تقبلون عملة *؟,vp
522,Do you think you could tell the kitchen to speed it up a little bit?,你能告诉厨房速度快一点吗?,هل تعتقد أنك ستستطيع إخبار المطبخ بتسريع الأمر قليلاً؟,sent
523,Do you understand?,听得懂吗？,مفهوم؟,sent
524,Do you want to fly first or economy class?,您要头等舱还是经济舱?,هل تريد أن تطير درجة أولى أو درجة سياحية؟,sent
525,Do you want to try it?,你要不要尝一下?,هل تريد أن تجربه؟,sent
526,doctor,博士,طبيب,np
527,Does it need to take so long?,用花那么长时间吗?,هل يحتاج إلى وقت طويل؟,sent
528,Does that include breakfast?,早餐包含在内吗？,هل هذا يشمل وجبة الافطار؟,sent
529,Does that really work? I'll give it a try.,真的有用吗? 我来试试。,هل هذا حقًا العمل؟ سأجربه.,sent
530,Does the room come with *?,这个房间有没有*？,هل تحتوي هذه الغرفة على *؟,vp
531,Does this bus stop in *?,这辆巴士停在*吗？,هل تتوقف هذه الحافلة في *؟,vp
532,Does this train stop in *?,这列火车停在*吗？,هل يتوقف هذا القطار في *؟,vp
533,Doesn't matter.,没关系。,لا يهم.,sent
534,dogs not allowed,禁止携犬入内,الكلاب غير مسموح بها,np
535,domestic airport,国内机场,مطار محلي,np
536,domestic departure,国内航班出站,رحيل محلي,np
537,domestic flight,国内班机,رحلة محلية,np
538,domestic flights,国内航班,رحلات محلية,np
539,Dominica,多米尼加,دومينيكا,np
540,Dominican Republic,多明尼加共和国,جمهورية الدومنيكان,np
541,Don't Leave Valuables Unattended.,请保管好随身携带的贵重物品。,لا تترك الأشياء الثمينة بدون مراقبة.,sent
542,Don't touch me!,不要碰我！,لا تلمسني!,sent
543,Don't worry. It's just due to the lower pressure.,不用担心。只是由于低气压的缘故。,لا تقلق. إنه فقط بسبب الضغط المنخفض.,sent
544,Double Lock Door. Use Safety Latch.,双保险门闩，请使用安全碰锁。,باب بقفل مزدوج. استخدم مزلاج الأمان.,sent
545,downstairs,由此下楼,الطابق الأسفل,np
546,downtown,市中心,وسط البلد,np
547,drink list,酒水单,قائمة المشروبات,np
548,driver's license,驾驶证件,رخصة قيادة,np
549,Dubai,迪拜,دبي,np
550,Dublin,都柏林,دبلن,np
551,duel citizenship,双重国籍,الجنسية المزدوجة,np
552,dumpling,饺子,زلابية,np
553,Dusseldorf,杜塞尔多夫,دوسلدورف,np
554,dutiful,尽职的,مطيع,np
555,duty-free shop,免税店,متجر معفى من الرسوم الجمركية,np
556,Early Book For Lunch Or Dinner.,预订午餐或晚餐。,حجز مبكر للغداء أو العشاء.,sent
557,Earphone Set.,耳机。,مجموعة سماعات.,sent
558,ears,耳朵,آذان,np
559,east,东,شرق,adj
560,East Box,东厢,صندوق الشرق,sent
561,East Timor,东帝汶,تيمور الشرقية,np
562,East Wing,东楼,الجناح الشرقي,sent
563,Easy to use and great value too.,好用实惠，物美价廉。,سهلة الاستخدام وذات قيمة كبيرة أيضًا.,sent
564,economy class,经济舱,الدرجة السياحية,np
565,"Economy, please.",请买经济舱。,الدرجة السياحية، من فضلك.,sent
566,Ecuador,厄瓜多尔,الإكوادور,np
567,Edinburgh,爱丁堡,ادنبره,np
568,Edmonton,埃德蒙顿,ادمونتون,np
569,education,学历,التعليم,np
570,educational background,教育程度,خلفية تعليمية,np
571,educational history,学历,التاريخ التربوي,np
572,educational system,学制,نظام تعليمي,np
573,efficient,有效率的,فعالة,np
574,eggs,鸡蛋,بيض,np
575,eggs,鸡蛋,بيض,np
576,eggs,鸡蛋,بيض,np
577,eggs,鸡蛋,بيض,np
578,Egypt,埃及,مصر,np
579,eight,八,ثمانية,num
580,El Salvador,萨尔瓦多,السلفادور,np
581,elder brothe,哥哥,,np
582,elder sister,姐姐,الأخت الكبيرة,np
583,emergency exit,安全出口,مخرج الطوارئ,np
584,emergency exits,紧急出口,مخارج الطوارئ,np
585,Employees Must Wash Hands Before Returning To Work.,员工便后必须洗手方可回到工作岗位。,يجب على الموظفين غسل اليدين قبل العودة إلى العمل.,sent
586,energetic,精力充沛的,نشيط,np
587,English books,英文书,كتب إنجليزية,np
588,English magazines,英文杂志,مجلات انجليزية,np
589,English newspaper,英文报纸,جريدة إنجليزية,np
590,Enjoy your flight!,飞行愉快!,استمتع برحلتك!,sent
591,Enjoy your meal.,请享用。,أتمنى لك وجبة شهية.,sent
592,Enjoy your stay.,入住愉快。,استمتع بأقامتك.,sent
593,Enjoy.,请享用。,استمتع.,sent
594,entrance,入口,دخول,np
595,Equatorial Guinea,赤道几内亚,غينيا الإستوائية,np
596,Eritrea,厄立特里亚,إريتريا,np
597,Haha,呵呵,هاها,sent
598,medicine,药,دواء,np
599,espresso,意大利浓咖啡,إسبرسو,np
600,espresso con panna,浓缩咖啡康保蓝,إسبرسو مع كريم,np
601,espresso cup,特浓杯,كوب إسبرسو,np
602,espresso macchiato,浓缩咖啡玛奇朵,إسبرسو ماكياتو,np
603,Estonia,爱沙尼亚,استونيا,np
604,Ethiopia,埃塞俄比亚,أثيوبيا,np
605,evening,晚上,مساء,np
606,Everything checks out.,一切检查完毕。,كل شيء يخرج.,sent
607,ex-husband,前夫,الزوج السابق,np
608,ex-wife,前妻,الزوجة السابقة,np
609,excellent,极佳,ممتاز,np
610,Excellent!,太棒了！,ممتاز!,sent
611,"Excuse me, but is the reservation for you?",对不起，是您预定的?,عذراً ، لكن هل الحجز بالنسبة لك؟,sent
612,"Excuse me, this is my bag.",借过一下，这是我的行李。,معذرةَ ، هذه حقيبتي.,sent
613,Excuse me. (begging pardon),打扰一下。,أعذرني,sent
614,Excuse me. (coming through),对不起。,لو سمحت,sent
615,Excuse me. (getting attention),请问。,معذرة,sent
616,Excuse me. What would you like to eat?,打扰一下，请问您要吃什么?,عفوَا. ماذا تريد أن تأكل؟,sent
617,Excuse me. You have my seat.,不好意思，你坐到我的位子了。,عفوَا. أنت تجلس في مقعدي.,sent
618,Executive Business Centre.,行政商务中心,مركز أعمال تنفيذي.,sent
619,Exercise Facilities,锻炼设施,مرافق التمرين,sent
620,exit,出口,خروج,np
621,Exit To All Routes.,各通道出口。,الخروج إلى جميع الطرق.,sent
622,expensive,贵,غالي,adj
623,Express Pass.,快速通道。,تذكرة إكسبرس.,sent
624,expressivity,善于表达,تعبيرية,np
625,extern,走读生,خارجي,np
626,eyes,眼睛,عيون,sent
627,face,脸,وجه,np
628,faithful,忠诚的,مؤمن,np
629,family,家庭,أسرة,np
630,family name,姓,اسم العائلة,np
631,family status,家庭状况,الوضع العائلي,np
632,far-sighted,远视,بعيد النظر,np
633,fare class,座舱等级,,np
634,farmer,农民,مزارع,np
635,Fasten Seat Belt While Seated.,就坐后请系好安全带。,ربط حزام الأمان أثناء الجلوس.,sent
